rank,title,brand,search_term,rating,no_of_reviews,year,month,day,hour,minute
921,"Glutenfreeda Apple Cinnamon Instant Oatmeal With Flax, 10.5 oz, 6ct (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
922,"Nature's Path Apple Cinnamon Oatmeal, 14 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
923,"Eden Selected Umeboshi Paste, 7 oz",Other,cereal,5,0,2015,12,7,20,32
924,"McCann's Quick Cooking Rolled Oats Irish Oatmeal, 16 oz, (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
925,"Country Choice Organic Irish Style Oats, 24 oz (Pack of 6)",Other,cereal,3,2,2015,12,7,20,32
926,"KIND Healthy Grains Maple Quinoa Clusters with Chia Seeds, 11 oz",Other,cereal,3,0,2015,12,7,20,32
927,"Nature's Path Organic Love Crunch Dark Chocolate Macaroon Premium Organic Granola, 11.5 oz, (Pack of 6)",Other,cereal,3,0,2015,12,7,20,32
928,"Nature's Organic Path Gluten Free Selections Spiced Apple with Flax Gluten Free Hot Oatmeal, 11.3 oz, (Pack of 6)",Other,cereal,3,0,2015,12,7,20,32
929,"Dr. McDougall's Right Foods Maple 4 Grain Oatmeal with Real Maple, 2.5 oz (Pack of 6)",Other,cereal,3,0,2015,12,7,20,32
930,"Kellogg's Special K Red Berries Cereal Bars, 12 count, 9.72 oz",Kellogg's,cereal,4.5,24,2015,12,7,20,32
931,"thinkThin Farmer's Market Berry Crumble Protein & Fiber Hot Oatmeal, 1.76 oz, (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
932,"Glutenfreeda Cranberry Apple with Walnuts & Cinnamon Instant Oatmeal, 2.64 oz (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
933,"Hamlyns Grampian Oats Pinhead Oatmeal, 20 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
934,Quaker Granola Bars,Other,cereal,5,2,2015,12,7,20,32
935,"Back to Nature Sunflower & Pumpkin Seed Granola, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
936,"Big Sky Bread Company Cranberry Almond Granola, 12 oz (Pack of 6)",Other,cereal,5,2,2015,12,7,20,32
937,"Milk & Honey Granola, Original, 16 oz. (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
938,"Bakery On Main Gourmet Naturals Fiber Power Cinnamon Raisin Granola, 12 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
939,"Seven Sundays Vanilla, Cherry, Pecan Muesli, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
940,"Giddy Up & Go Notoriously Nutty Organic Granola, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
941,"Love Grown Foods Strawberry Raspberry Hot Oats, 2.22 oz, (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
942,"Bob's Red Mill Grande Whole Grain Blend With Kamut Khorasan Wheat Whole Grain Kernels, 24 oz (Pack of 4)",Other,cereal,5,0,2015,12,7,20,32
943,"Glutenfreeda Gluten-Free Instant Natural Oatmeal, 11.2 oz, (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
944,"Erin Baker's Homestyle Peanut Butter Granola, 12 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
945,"Quaker Real Medleys SuperGrains Banana Walnut Flavor Oatmeal, 2.46 oz",Other,cereal,4.5,160,2015,12,7,20,32
946,"Larabar Renola Berry Grain Free Granola, 8 oz, (Pack of 9)",Other,cereal,4.5,0,2015,12,7,20,32
947,"Kellogg's Special K Strawberry Pastry Crisps Extra Value Pack, 0.88 oz, 15 count",Kellogg's,cereal,5,45,2015,12,7,20,32
948,"Back to Nature Apple Blueberry Granola, 12.5 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
949,"McCann's Steel Cut Oats, 16 oz (Pack of 12)",Other,cereal,5,1,2015,12,7,20,32
950,"Seven Sundays Original Toasted Muesli, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
951,"Cascadian Farm Organic Maple Brown Sugar Granola, 15 oz",Other,cereal,5,0,2015,12,7,20,32
952,"Bob's Red Mill Gluten Free Apple Blueberry Granola, 12 oz, (Pack of 4)",Other,cereal,5,0,2015,12,7,20,32
953,"Great Value Maple & Brown Sugar Instant Oatmeal, 15.1 Oz",Other,cereal,4.5,35,2015,12,7,20,32
954,"Love Grown Foods Apple Cinnamon Hot Oats, 2.22 oz, (Pack of 8)",Other,cereal,4.5,0,2015,12,7,20,32
955,"McCann's Apples & Cinnamon Instant Irish Oatmeal, 12.3 oz (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
956,"McDougall's Peach Raspberry with Organic Grains Big Cup, 3 oz. (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
957,Quaker Granola Bars,Other,cereal,5,2,2015,12,7,20,32
958,"Great Value Sugar Free Apple & Cinnamon Instant Oatmeal, 8 count, 8 oz",Other,cereal,5,15,2015,12,7,20,32
959,"Big Sky Bread Company Honey Oat Granola, 12 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
960,"Bakery on Main Gourmet Naturals Gluten Free Apple Raisin Walnut Granola, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
961,"KIND Healthy Grains Fruit & Nut Clusters, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
962,"Bakery On Main Gourmet Naturals Cranberry Orange Cashew Granola, 12 oz (Pack of 6)",Other,cereal,5,2,2015,12,7,20,32
963,"Cascadian Farm Organic Berry Cobbler Granola, 11 oz",Other,cereal,5,0,2015,12,7,20,32
964,"hick Cut Rolled Oats, 18 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
965,"Gerber Graduates Puffs Cereal Snack, Peach, Naturally Flavored with Other Natural Flavors, 1.48 ounce",Other,cereal,4.5,11,2015,12,7,20,32
966,"Bakery on Main Strawberry Shortcake Flavored Instant Oatmeal, 6 count, 10.5 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
967,"Glutenfreeda Golden & Brown Raisins with Almonds Gluten Free Instant Oatmeal, 2.64 oz,(Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
968,"ThinkThin Madagascar Vanilla, Almonds, Pecans Protein & Fiber Hot Oatmeal, 1.76 oz, 6 count, (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
969,"Eden Sushi Nori, .6 oz, (Pack of 3)",Other,cereal,4.5,0,2015,12,7,20,32
970,"Udi's Natural Artisan Granola, 13 oz (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
971,"Go Raw Chocolate Granola, 16 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
972,"Erin Baker's Power Crunch Peanut Butter n' Honey Ultra-Protein Granola, 12 oz,(Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
973,"Nature Valley Crunchy Dark Chocolate Peanut Butter Granola Bars, 1.49 oz, 6 count",Other,cereal,5,2,2015,12,7,20,32
974,"Arrowhead Mills Organic Spelt Flakes, 12 oz (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
975,"Humble Oats with Ambition Woats Nuts About Berries Oatsnack, 10 oz, (Pack of",Other,cereal,5,0,2015,12,7,20,32
976,"Giddy Up & Go Seriously Seedy Organic Granola, 11 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
977,"Udi's Gluten Free Original Granola, 12 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
978,"Udi's Natural Artisan Cranberry Granola, 13 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
979,"uick Rolled Oats, 18 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
980,"Quaker Quick-5 Minute Grits, 36.8 oz",Other,cereal,4.5,14,2015,12,7,20,32
981,"Nature's Path Organic Envirokidz Cinnamon Jungle Munch, 10 oz (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
982,"Udi's Gluten Free Vanilla Granola, 12 oz",Other,cereal,5,3,2015,12,7,20,32
983,"Udi's Vanilla & Almond Granola, 13 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
984,"Back to Nature Cranberry Pecan Granola, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
985,"Go Raw 100% Organic Granola, 16 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
986,"Erin Baker's Homestyle Fruit & Nut Granola, 12 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
987,"Kellogg's Rice Krispies Treats the Original Crispy Marshmallow Squares, 0.78 oz, 16 count, (Pack of 6)",Kellogg's,cereal,5,0,2015,12,7,20,32
988,"Quaker Oats Select Starts Quick 1-Minute Oats, 18 oz",Other,cereal,5,0,2015,12,7,20,32
989,"Gerber Graduates Puffs Cereal Snack, Blueberry, Naturally Flavored with Other Natural Flavors, 1.48 ounce",Other,cereal,4.5,3,2015,12,7,20,32
990,"Quaker Select Starts Gluten Free Maple & Brown Sugar Instant Oatmeal, 1.51 oz, 8 count",Other,cereal,4.5,0,2015,12,7,20,32
991,"Quaker Real Medleys Steel Cut Apple Pear Pecan Flavor Oatmeal, 2.11 oz",Other,cereal,3,2,2015,12,7,20,32
992,"Great Value Enriched Quick Grits, 24 oz",Other,cereal,5,7,2015,12,7,20,32
993,"Kellogg's Rice Krispies Treats Original Crispy Marshmallow Squares, 0.78 oz, 18 count",Kellogg's,cereal,5,78,2015,12,7,20,32
994,"Erin Baker's Homestyle Oatmeal Raisin Granola, 12 oz (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
995,"McCann's Instant Regular Oatmeal, 12ct (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
996,"Earth's Best Blueberry Banana Wholesome Breakfast, 4 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
997,"Bear Naked Fruit and Nut Granola, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
998,"McCann's Instant Irish Oatmeal Variety Pack, 12.7 oz (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
999,"Quaker Real Medleys Super Grains Maple Pecan Raisin Flavored Oatmeal, 2.46 oz",Other,cereal,4.5,26,2015,12,7,20,32
1000,"Great Value Instant Oatmeal Fruit & Cream Variety Pack, 10 Ct/12.3 Oz",Other,cereal,4,21,2015,12,7,20,32
1,"Honey Nut Cheerios Gluten Free Cereal, 26.6 oz",Cheerios,cold cereal,5,207,2015,12,7,20,32
2,"Sunbelt Fruit & Nut w/Raisins, Dates & Almonds Granola Cereal, 16 oz",Other,cold cereal,5,17,2015,12,7,20,32
3,"Kellogg's Frosted Flakes Cereal, 33 oz",Kellogg's,cold cereal,4.5,117,2015,12,7,20,32
4,"Great Value Raisin Bran Cereal, 20 Oz",Other,cold cereal,4.5,74,2015,12,7,20,32
5,"Kellogg's Apple Jacks Cereal, 21.7 oz",Kellogg's,cold cereal,4.5,53,2015,12,7,20,32
6,"Cheerios Gluten Free Cereal, 18 oz",Cheerios,cold cereal,5,186,2015,12,7,20,32
7,"Kellogg's Rice Krispies Cereal, 24 oz",Kellogg's,cold cereal,5,60,2015,12,7,20,32
8,"Great Value Toasted Whole Grain Oat Cereal, 18 Oz",Other,cold cereal,4.5,42,2015,12,7,20,32
9,"Honey Nut Cheerios Gluten Free Cereal, 12.25 oz",Cheerios,cold cereal,5,207,2015,12,7,20,32
10,"Cascadian Farm Organic Fruit And Nut Granola Cereal, 13.5 Oz",Other,cold cereal,4.5,71,2015,12,7,20,32
11,"Great Value Cinnamon Crunch Cereal, 17 Oz",Other,cold cereal,3.5,34,2015,12,7,20,32
12,"Kellogg's Froot Loops Cereal, 21.7 oz",Kellogg's,cold cereal,5,63,2015,12,7,20,32
13,"Post Shredded Wheat Original Cereal, 15 oz",Post,cold cereal,5,21,2015,12,7,20,32
14,"Great Value Toasted Rice Cereal, 12.8 Oz",Other,cold cereal,5,16,2015,12,7,20,32
15,"Kellogg's Original Special K Cereal, 18 oz",Kellogg's,cold cereal,5,123,2015,12,7,20,32
16,"General Mills Raisin Nut Bran Cereal, 17.1 oz",Other,cold cereal,5,24,2015,12,7,20,32
17,"Great Value Bran Flakes Cereal, 17.3 Oz",Other,cold cereal,4.5,19,2015,12,7,20,32
18,"Fiber One Honey Clusters Cereal, 14.25 oz",Other,cold cereal,4.5,25,2015,12,7,20,32
19,"Quaker 100% Natural Granola with Raisins Cereal, 28 Oz",Other,cold cereal,4,61,2015,12,7,20,32
20,"Kellogg's Special K Chocolatey Delight Cereal, 16.5 oz",Kellogg's,cold cereal,5,47,2015,12,7,20,32
21,"Wheaties Cereal, 15.6 oz",Other,cold cereal,5,25,2015,12,7,20,32
22,"Fiber One Original Cereal, 16.2 oz",Other,cold cereal,4.5,49,2015,12,7,20,32
23,"Great Value Frosted Shredded Wheat Cereal, 24 Oz",Other,cold cereal,4.5,33,2015,12,7,20,32
24,"Kix Cereal, 12 oz",Other,cold cereal,4.5,12,2015,12,7,20,32
25,"Post Shredded Wheat Wheat 'N Bran Spoon Size Cereal, 18 oz",Post,cold cereal,5,36,2015,12,7,20,32
26,"Malt-O-Meal Crispy Rice Cereal, 36 Oz",Other,cold cereal,4.5,8,2015,12,7,20,32
27,"Great Value Crisp Rice Cereal, 18 Oz",Other,cold cereal,4.5,14,2015,12,7,20,32
28,"Kellogg's Special K Oats & Honey Cereal, 16.5 oz",Kellogg's,cold cereal,4.5,28,2015,12,7,20,32
29,"Raisin Bran Cereal, 25 oz",Other,cold cereal,5,25,2015,12,7,20,32
30,"Chex Wheat Cereal, 14 oz",Other,cold cereal,4.5,16,2015,12,7,20,32
31,"French Toast Crunch Cereal, 19 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
32,"Cheerios Protein Cinnamon Almond Cereal, 14.1 oz",Cheerios,cold cereal,4.5,22,2015,12,7,20,32
33,"Post Selects Great Grains Raisins Dates & Pecans Cereal, 16 oz",Post,cold cereal,5,47,2015,12,7,20,32
34,"Cheerios Family Size Gluten Free Cereal, 21 oz",Cheerios,cold cereal,4.5,45,2015,12,7,20,32
35,"Post Honey-Comb Cereal, 16 oz",Post,cold cereal,5,12,2015,12,7,20,32
36,"Multi Grain Cheerios Gluten Free Cereal, 18 oz",Cheerios,cold cereal,5,16,2015,12,7,20,32
37,"Quaker Life Maple & Brown Sugar Multigrain Cereal, 21.6 oz",Other,cold cereal,5,0,2015,12,7,20,32
38,"Kashi GoLean Crunch! Cereal, 21.3 oz",Kashi,cold cereal,5,0,2015,12,7,20,32
39,"Great Value Crunchy Nugget Cereal, 24 oz",Other,cold cereal,4.5,34,2015,12,7,20,32
40,"Kashi Heart To Heart Oak Flakes & Wild Blueberry Clusters Cereal, 13.4 oz",Kashi,cold cereal,4,8,2015,12,7,20,32
41,"Reese's Puffs Cereal, 28.2 oz",Other,cold cereal,4.5,19,2015,12,7,20,32
42,"Great Value Toasted Corn Cereal, 14 oz",Other,cold cereal,5,6,2015,12,7,20,32
43,"Kellogg's Crispix Cereal, 12 oz",Kellogg's,cold cereal,5,24,2015,12,7,20,32
44,"Malt-O-Meal Honey & Oat Blenders w/Almonds Flakes Cereal, 36 Oz",Other,cold cereal,5,37,2015,12,7,20,32
45,"Total Whole Grain Cereal, 16 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
46,"Cinnamon Toast Crunch Cereal, 23.6 oz",Other,cold cereal,4.5,34,2015,12,7,20,32
47,"Hershey's Cookies 'n' Creme Cereal, 21.1 oz",Other,cold cereal,4,12,2015,12,7,20,32
48,"Cheerios Protein Oats & Honey Cereal, 19 oz",Cheerios,cold cereal,5,8,2015,12,7,20,32
49,"Corn Chex Cereal, 18 oz",Other,cold cereal,4.5,10,2015,12,7,20,32
50,"Malt-O-Meal Honey Nut Scooters Cereal, 39 Oz",Other,cold cereal,4.5,41,2015,12,7,20,32
51,"Honey Nut Chex Cereal, 12.5 oz",Other,cold cereal,4.5,19,2015,12,7,20,32
52,"Kellogg's Frosted Flakes Cereal, 26.8 oz",Kellogg's,cold cereal,4.5,117,2015,12,7,20,32
53,"Quaker Oatmeal Squares Brown Sugar Cereal, 21 oz",Other,cold cereal,4.5,113,2015,12,7,20,32
54,"Kellogg's Froot Loops Cereal, 26 oz",Kellogg's,cold cereal,5,63,2015,12,7,20,32
55,"Cinnamon Chex Cereal, 12.1 oz",Other,cold cereal,4.5,10,2015,12,7,20,32
56,"Frosted Cheerios Gluten Free Cereal, 12 oz",Cheerios,cold cereal,5,11,2015,12,7,20,32
57,"Kellogg's Cinnabon Cereal, 9 oz",Kellogg's,cold cereal,5,22,2015,12,7,20,32
58,"Straw Propeller Gourmet Foods 2. 3 oz. Cinnamon Raisin Cold Cereal Muesli, Case Pack 12",Other,cold cereal,5,0,2015,12,7,20,32
59,"Straw Propeller Gourmet Foods 2. 0 oz. Multi Berry Cold Cereal Muesli, Case Pack 12",Other,cold cereal,5,0,2015,12,7,20,32
60,"Straw Propeller Gourmet Foods 3. 1 oz. Extra-Ordinary Cold Cereal Muesli, Case Pack 12",Other,cold cereal,5,0,2015,12,7,20,32
61,"Rice Chex Cereal, 18 oz",Other,cold cereal,5,1,2015,12,7,20,32
62,"Kellogg's Raisin Bran Crunch Cereal, 18.2 Oz",Kellogg's,cold cereal,5,16,2015,12,7,20,32
63,"Chex Chocolate Rice Cereal, 12.8 oz",Other,cold cereal,5,8,2015,12,7,20,32
64,"Straw Propeller Gourmet Foods 2. 5 oz. Peanut Butter Apple Cold Cereal Muesli, Case Pack 12",Other,cold cereal,5,0,2015,12,7,20,32
65,"Kellogg's Special K Protein Cinnamon Brown Sugar Crunch Cereal, 10.8 oz",Kellogg's,cold cereal,5,17,2015,12,7,20,32
66,"Trix Wildberry Red Swirls Cereal, 22.7 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
67,"Fiber One Nutty Clusters & Almonds Cereal, 16.1 oz",Other,cold cereal,5,15,2015,12,7,20,32
68,"Rice Chex Oven Toasted Rice Cereal, 12 oz",Other,cold cereal,4.5,12,2015,12,7,20,32
69,"Kellogg's Crunchy Nut Golden Honey Nut Flakes Cereal, 13.2 oz",Kellogg's,cold cereal,5,32,2015,12,7,20,32
70,"Quaker Real Medleys Cherry Almond Pecan Multigrain Cereal, 17 oz",Other,cold cereal,4,59,2015,12,7,20,32
71,"General Mills Cookie Crisp Sweetened Cereal, 19.8 oz",Other,cold cereal,5,17,2015,12,7,20,32
72,"Post Grape-Nuts the Original Cereal, 29 oz",Post,cold cereal,4.5,14,2015,12,7,20,32
73,"Golden Grahams Cereal, 23.5 oz",Other,cold cereal,5,34,2015,12,7,20,32
74,"Nature's Path Flaxplus Organic Pumpkin Granola Cereal, 11.5 oz",Other,cold cereal,5,52,2015,12,7,20,32
75,"Corn Chex Cereal, 12 oz",Other,cold cereal,5,9,2015,12,7,20,32
76,"Malt-O-Meal Frosted Flakes Cereal, 40.5 oz",Other,cold cereal,4.5,55,2015,12,7,20,32
77,"Great Value Crisp Rice Cereal, 12 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
78,"Kellogg's Special K Protein Cereal, 12.5 oz",Kellogg's,cold cereal,5,112,2015,12,7,20,32
79,"Quaker Real Medleys Peach Apple Walnut Multigrain Cereal, 15.5 oz",Other,cold cereal,4,134,2015,12,7,20,32
80,"Cap'n Crunch Peanut Butter Crunch Cereal, 20.6 oz",Other,cold cereal,4,2,2015,12,7,20,32
81,"Post Fruity Pebbles Cereal, 20.5 oz",Post,cold cereal,4.5,22,2015,12,7,20,32
82,"Kashi Berry Fruitful Biscuits Cereal, 15.6 oz",Kashi,cold cereal,4.5,13,2015,12,7,20,32
83,"Post Honey Bunches of Oats With Crispy Almonds Cereal, 27 oz",Post,cold cereal,5,47,2015,12,7,20,32
84,"Quaker Oatmeal Squares Cinnamon Cereal, 21 oz",Other,cold cereal,3.5,15,2015,12,7,20,32
85,"Kellogg's Special K Vanilla Almond Cereal, 16.3 oz",Kellogg's,cold cereal,5,27,2015,12,7,20,32
86,"Kashi Organic Promise Sprouted Grains Cereal, 9.5 oz",Kashi,cold cereal,5,1,2015,12,7,20,32
87,"Malt-O-Meal Fruity Dyno-Bites Cereal, 40 oz",Other,cold cereal,4.5,11,2015,12,7,20,32
88,"Kellogg's Raisin Bran Crunch Cereal, 24.8 oz",Kellogg's,cold cereal,4.5,31,2015,12,7,20,32
89,"Kellogg's Special K Red Berries Cereal, 11.2 oz",Kellogg's,cold cereal,5,253,2015,12,7,20,32
90,"Tootie Fruities Cereal, 33 oz",Other,cold cereal,5,16,2015,12,7,20,32
91,"Fruity Pebbles Cereal, 40 oz",Other,cold cereal,4.5,32,2015,12,7,20,32
92,"Great Value Toasted Whole Grain Oat Cereal, 14 oz",Other,cold cereal,4.5,15,2015,12,7,20,32
93,"Great Value Crunchy Honey Oats Cereal With Almonds, 18 oz",Other,cold cereal,4.5,59,2015,12,7,20,32
94,"Kellogg's Special K Touch of Honey Granola Cereal, 11.3 oz",Kellogg's,cold cereal,4.5,17,2015,12,7,20,32
95,"Nature's Path Heritage Heirloom Whole Grains Organic Gluten-Free Cereal, 32 oz",Other,cold cereal,5,4,2015,12,7,20,32
96,"Honeycomb Cereal, 33 oz",Other,cold cereal,4.5,11,2015,12,7,20,32
97,"Kashi GoLean Crisp! Cinnamon Crumble Cereal, 14 oz",Kashi,cold cereal,4.5,0,2015,12,7,20,32
98,"Kellogg's Krave Chocolate Cereal, 19.9 oz",Kellogg's,cold cereal,5,21,2015,12,7,20,32
99,"Kellogg's Rice Krispies Treats Cereal, 11.6 oz",Kellogg's,cold cereal,4.5,56,2015,12,7,20,32
100,"Kellogg's Special K Fruit & Yogurt Cereal, 16.6 oz",Kellogg's,cold cereal,5,13,2015,12,7,20,32
101,"Reese's Peanut Butter Corn Puffs Cereal, 22.9 oz",Other,cold cereal,4.5,11,2015,12,7,20,32
102,"Great Value Crunchy Honey Oats Cereal, 18 oz",Other,cold cereal,4.5,28,2015,12,7,20,32
103,"Great Value Fruit Spins Cereal, 17 oz",Other,cold cereal,4.5,23,2015,12,7,20,32
104,"Lucky Charms Cereal, 25.1 oz",Other,cold cereal,5,110,2015,12,7,20,32
105,"Cascadian Farm Organic Honey Nut O's Cereal, 9.5 oz",Other,cold cereal,5,0,2015,12,7,20,32
106,"Kellogg's Special K Protein Cereal, 16.5 oz",Kellogg's,cold cereal,5,35,2015,12,7,20,32
107,"Apple Cinnamon Cheerios Family Size Gluten Free Cereal, 22.7 oz",Cheerios,cold cereal,5,5,2015,12,7,20,32
108,"Kashi Autumn Wheat Cereal, 16.3 oz",Kashi,cold cereal,4,8,2015,12,7,20,32
109,"Kellogg's Original Frosted Mini Wheats Cereal, 36 oz",Kellogg's,cold cereal,5,47,2015,12,7,20,32
110,"Post Good Morenings Waffle Crunch Cereal, 21 oz",Post,cold cereal,5,19,2015,12,7,20,32
111,"Malt-O-Meal Cocoa Dyno-Bites Cereal, 40 oz",Other,cold cereal,5,24,2015,12,7,20,32
112,"Kashi GoLean Cereal, 13.1 oz",Kashi,cold cereal,5,16,2015,12,7,20,32
113,"Cascadian Farm Organic Dark Chocolate Almond Granola Cereal, 13.5 oz",Other,cold cereal,3.5,3,2015,12,7,20,32
114,"Cap'n Crunch's Crunch Berries Sweetened Corn & Oat Cereal, 28 oz",Other,cold cereal,5,10,2015,12,7,20,32
115,"Fiber One Protein Maple Brown Sugar Cereal, 16.2 oz",Other,cold cereal,4.5,18,2015,12,7,20,32
116,"Kashi Organic Promise Sweet Potato Sunshine Cereal, 10.5 oz",Kashi,cold cereal,5,2,2015,12,7,20,32
117,"Cocoa Puffs Frosted Corn Cereal, 20.9 oz",Other,cold cereal,4.5,15,2015,12,7,20,32
118,"Cap'n Crunch's Chocolatey Crunch Cereal, 20 oz",Other,cold cereal,5,3,2015,12,7,20,32
119,"Kellogg's Special K Red Berries Cereal, 14.7 oz",Kellogg's,cold cereal,4.5,86,2015,12,7,20,32
120,"Fiber One Protein Cranberry Almond Cereal, 15.8 oz",Other,cold cereal,4.5,11,2015,12,7,20,32
121,"Oatmeal Crisp Raisin Cereal, 18 oz",Other,cold cereal,4.5,16,2015,12,7,20,32
122,"Life Maple & Brown Sugar Cereal, 18 oz",Other,cold cereal,4.5,23,2015,12,7,20,32
123,"Berry Colossal Crunch Cereal, 38.5 oz",Other,cold cereal,4.5,20,2015,12,7,20,32
124,"Kashi Island Vanilla Cereal, 16.3 oz",Kashi,cold cereal,5,11,2015,12,7,20,32
125,"Lucky Charms Cereal, 20.5 oz",Other,cold cereal,5,110,2015,12,7,20,32
126,"Life Original Cereal, 18 oz",Other,cold cereal,3.5,65,2015,12,7,20,32
127,"Life Cinnamon Cereal, 18 oz",Other,cold cereal,4.5,14,2015,12,7,20,32
128,"Quaker Cap'n Crunch Original Cereal, 14 oz",Other,cold cereal,4.5,14,2015,12,7,20,32
129,"Kellogg's Krave Double Chocolate Cereal, 11 oz",Kellogg's,cold cereal,4.5,13,2015,12,7,20,32
130,"Kellogg's Corn Flakes Cereal, 24 oz",Kellogg's,cold cereal,4.5,46,2015,12,7,20,32
131,"Kellogg's Special K Cinnamon Pecan Cereal, 16 oz",Kellogg's,cold cereal,5,50,2015,12,7,20,32
132,"Kashi GoLean Crisp Toasted Berry Crumble Cereal, 14 oz",Kashi,cold cereal,4.5,12,2015,12,7,20,32
133,"Cascadian Farm Organic Cinnamon Crunch Cereal, 9.2 oz",Other,cold cereal,4,9,2015,12,7,20,32
134,"Malt-O-Meal Golden Puffs Cereal, 39.5 oz",Other,cold cereal,5,10,2015,12,7,20,32
135,"Kellogg's Raisin Bran Cereal, 23.5 oz",Kellogg's,cold cereal,4.5,44,2015,12,7,20,32
136,"Kellogg's Special K Chocolate Almond Cereal, 12.7 oz",Kellogg's,cold cereal,4.5,103,2015,12,7,20,32
137,"Kashi Heart to Heart Honey Toasted Oat Cereal, 12 oz",Kashi,cold cereal,5,16,2015,12,7,20,32
138,"Nutritious Living Hi-Lo Maple Pecan Cereal, 10 oz (Pack of 6)",Other,cold cereal,4.5,16,2015,12,7,20,32
139,"Malt-O-Meal Marshmallow Mateys Cereal, 38 Oz",Other,cold cereal,4.5,24,2015,12,7,20,32
140,"Kellogg's Marvel Avengers Age of Ultron Cereal, 8.4 oz",Kellogg's,cold cereal,3,1,2015,12,7,20,32
141,"Great Value Sugar Frosted Flakes Cereal, 23 Oz",Other,cold cereal,4.5,14,2015,12,7,20,32
142,"Star Wars Cereal, 10.5 oz",Other,cold cereal,4.5,0,2015,12,7,20,32
143,"Post Great Grains Protein Blend Honey, Oats & Seeds Whole Grain Cereal, 13.5 oz",Post,cold cereal,5,10,2015,12,7,20,32
144,"Malt-O-Meal Cinnamon Toasters Cereal, 33 Oz",Other,cold cereal,5,36,2015,12,7,20,32
145,"Kellogg's Special K Fruit & Yogurt Cereal, 12.5 oz",Kellogg's,cold cereal,5,80,2015,12,7,20,32
146,"Kashi GoLean Crunch! Cereal, 13.8 oz",Kashi,cold cereal,5,21,2015,12,7,20,32
147,"Kellogg's Special K Chocolatey Delight Cereal, 13.1 oz",Kellogg's,cold cereal,5,91,2015,12,7,20,32
148,"Great Value Honey Nut Spins Cereal, 17 Oz",Other,cold cereal,5,10,2015,12,7,20,32
149,"Malt-O-Meal Berry Colossal Crunch with Marshmallows Cereal, 32 oz",Other,cold cereal,5,12,2015,12,7,20,32
150,"Kix Cereal, 18 oz",Other,cold cereal,4.5,12,2015,12,7,20,32
151,"Great Value Berry Crunch Cereal, 21 Oz",Other,cold cereal,4,10,2015,12,7,20,32
152,"Kellogg's All-Bran Branbuds Cereal, 17.7 Oz",Kellogg's,cold cereal,4.5,24,2015,12,7,20,32
